   ing    |                                                                                                                                                                                              units                                                                                                                                                                                               
 2046     | ["Tablespoon", "Tablespoons", "Tb", "Tbsp", "Tbsps", "Teaspoons", "cup", "cups", "drops", "ounces", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2047     | ["", "Dash", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Teaspoon", "Teaspoons", "Tsp", "Tsps", "cup", "cups", "dash", "dashes", "glasse", "gms", "gram", "grams", "inch", "milliliters", "ounce", "pinch", "pinche", "pinches", "pounds", "serving", "servings", "slice", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2048     | ["", "Tablespoon", "Tablespoons", "Tbs", "Tbsp", "Tbsps", "Teaspoon", "Teaspoons", "cup", "cups", "grams", "milliliters", "ounce", "ounces", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2049     | ["", "Leave", "Sprig", "TBSP", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoon", "Teaspoons", "Tsp", "bunch", "bunches", "cups", "handful", "leave", "ounces", "pinch", "servings", "sprig", "sprigs", "stalks", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 20499    | ["", "cup", "cups", "grams", "ounces", "pound", "pounds"]
 2050     | ["", "Dash", "TBSP", "TBSPs", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoon", "Teaspoons", "Tsp", "cup", "cups", "dash", "drop", "drops", "grams", "mLs", "milliliters", "ounces", "scoops", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2053     | ["", "TBSPs", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoons", "cup", "cups", "grams", "liters", "ounces", "quart", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2054     | ["Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "bottle", "cups", "handful", "ounces", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2055     | ["servings", "tablespoon", "tablespoons", "teaspoon"]
 20581    | ["cup", "cups", "tablespoons"]
 2063     | ["Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoon", "cups", "handful", "leave", "serving", "servings", "sprig", "sprigs", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2064     | ["", "Cs", "Handful", "Leave", "Sprig", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "bag", "bunch", "bunches", "cup", "cups", "grams", "handful", "handfuls", "leaf", "leave", "leaves", "ounce", "ounces", "package", "serving", "servings", "slice", "sprig", "sprigs", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 20647    | ["cup", "cups"]
 20648    | ["cup", "cups", "ounces", "tablespoons"]
 2066     | ["Tb", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2068     | ["", "Dash", "Tbsps", "cups", "milliliters", "servings", "tablespoon", "tablespoons"]
 2069     | ["Cups", "TBs", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoons", "cup", "cups", "milliliters", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2073     | ["", "Envelopes", "Ozs", "Package", "Packet", "Tablespoon", "Tablespoons", "Tbs", "Tbsp", "Tbsps", "cups", "envelope", "envelopes", "ounce", "ounces", "package", "packet", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 21052    | ["", "bag", "bags", "box", "bunch", "bunches", "cup", "cups", "grams", "handful", "handfuls", "heads", "leave", "ounces", "package", "pound", "pounds", "ribs", "serving", "servings", "teaspoon"]
 21118    | ["", "cup", "cups", "ounces", "package", "pound", "pounds", "tablespoons", "teaspoon", "teaspoons"]
 22120    | ["cup", "cups", "servings"]
 22900    | ["ounces"]
 22971    | ["cups", "kg"]
 23032    | ["ounces"]
 23059    | ["pound", "pounds"]
 23078    | ["pound"]
 23079    | ["pound"]
 23145    | ["", "pound", "pounds"]
 23167    | ["", "ounces", "pound", "pounds", "servings"]
 23232    | ["", "cubes", "cups", "gms", "grams", "inches", "kg", "kgs", "ounces", "pound", "pounds", "servings", "tablespoons"]
 23236    | ["Rib", "bunch", "pound", "slab"]
 23507    | ["", "ounces", "pound"]
 23557    | ["grams", "kg", "ounces", "pound", "pounds"]
 23562    | ["pound", "pounds"]
 23567    | ["pound", "pounds"]
 23572    | ["", "cans", "cups", "grams", "jar", "kgs", "link", "ounces", "package", "pound", "pounds", "servings"]
 23584    | ["", "cups", "grams", "ounces", "pound", "pounds", "serving", "servings", "teaspoons"]
 23585    | ["pound"]
 23612    | ["grams", "milliliters", "pounds", "quart", "quarts", "servings"]
 23617    | ["", "inches", "pound", "pounds", "servings"]
 23625    | ["", "grams", "ounces", "pound", "pounds"]
 23636    | ["", "pound", "pounds"]
 23653    | ["pounds"]
 23657    | ["", "Lbs", "ounces", "pound", "pounds"]
 25002    | ["cup", "cups", "tablespoons"]
 25037    | ["cup", "servings"]
 27027    | ["cup", "cups", "serving", "servings", "teaspoons"]
 27028    | ["", "cup", "cups", "jar", "ounces", "servings", "tablespoons"]
 27048    | ["Tbs", "cups", "tablespoon", "tablespoons", "teaspoon"]
 27049    | ["cups", "pinch", "servings", "tablespoon"]
 28015    | ["", "servings"]
 28027    | ["", "Bags", "bags", "cup", "cups", "inches", "ounces", "package", "pouch", "servings", "tube"]
 28111    | ["", "9-inch", "ounces"]
 31015    | ["", "Cans", "Tbs", "can", "cups", "ounce", "ounces", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 32004    | ["cups", "ounces", "servings"]
 35043    | ["cups"]
 35136    | ["Tbsp", "cups"]
 35137    | ["C", "Tablespoons", "Tbs", "Tbsps", "cup", "cups", "grams", "pound", "pounds", "serving", "servings", "sheet", "tablespoon", "tablespoons"]
 35177    | ["pound", "pounds"]
 35203    | ["", "glasses", "milliliters", "serving", "servings"]
 35205    | ["cups"]
 4002     | ["", "ounces", "pounds"]
 4011     | ["cups"]
 4014     | ["Tbsp", "Tbsps", "cup", "cups", "package", "tablespoons"]
 4016     | ["Tbsp", "Tbsps", "cups", "servings", "tablespoons"]
 4017     | ["cups", "servings", "tablespoons"]
 4025     | ["", "Cs", "Cups", "Tablespoon", "Tablespoons", "Tbsp", "Tbsps", "cup", "cups", "grams", "jar", "ounces", "serving", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 4037     | ["cups", "servings"]
 4042     | ["", "Tablespoons", "Tbs", "Tbsp", "Tbsps", "bottle", "cup", "cups", "inches", "milliliters", "ounces", "quarts", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 4047     | ["", "Cs", "Cups", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "cup", "cups", "grams", "milliliters", "ounces", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 4053     | ["", "C", "Cs", "Cups", "TBSP", "TBSPs", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoon", "Teaspoons", "ball", "can", "clove", "cup", "cups", "dashes", "grams", "milliliters", "ounce", "ounces", "serving", "servings", "slice", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 4055     | ["", "Teaspoon", "cup", "cups", "servings", "tablespoons", "teaspoons"]
 4058     | ["", "TB", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoons", "cup", "cups", "dash", "drop", "drops", "milliliters", "serving", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 4073     | ["Sticks", "Tablespoons", "Tb", "Tbs", "Tbsps", "cup", "cups", "grams", "pound", "servings", "stick", "sticks", "tablespoon", "tablespoons", "teaspoons"]
 4114     | ["Tbsps", "cup", "cups", "ounces", "servings", "tablespoon", "tablespoons"]
 4135     | ["", "Tbsp", "Tbsps", "cup", "cups", "leave", "link", "servings", "tablespoons"]
 42063    | ["bottles", "pouches"]
 42130    | ["", "package", "slice", "slices", "strips"]
 42135    | ["", "can", "container", "cup", "cups", "envelope", "envelopes", "ounces", "packet", "servings", "tablespoons", "tub"]
 42184    | ["cup", "cups"]
 42193    | ["Tbs", "cup", "cups", "ounces", "servings", "tablespoon", "tablespoons"]
 42289    | ["Tablespoons", "Tb", "Tbs", "Tbsp", "cup", "cups", "gallon", "servings", "tablespoon", "tablespoons"]
 42304    | ["C", "cup", "cups", "ounces", "slices"]
 43015    | ["", "Cs", "bottle", "cup", "cups", "servings", "tablespoons"]
 43016    | ["Tbsp", "cup", "cups", "fl. oz.s", "serving", "servings"]
 43020    | ["Cs", "cup", "cups", "servings", "tablespoons"]
 43028    | ["cups"]
 43112    | ["Ozs", "can", "cans", "ounces"]
 43143    | ["can"]
 43155    | ["cups", "mLs", "ounce", "ounces", "serving"]
 43261    | ["cups", "drops", "ounces"]
 43274    | ["Cups", "Tbsp", "cup", "cups", "grams", "ounce", "ounces", "package", "packages", "pound", "tablespoon", "tablespoons", "tub"]
 43382    | ["cup", "cups", "ounce", "ounces"]
 43392    | ["", "ounces"]
 43408    | ["cups", "quarts"]
 43479    | ["Tb", "Tbsp", "Tbsps", "cup", "cups", "milliliters", "ounce", "ounces", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 43589    | ["cup", "cups", "ounces", "slices"]
 44158    | ["can", "cup", "ounces"]
 4511     | ["cups", "gallon", "milliliters", "servings", "tablespoon", "tablespoons"]
 4513     | ["", "C", "Cs", "Cups", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "cup", "cups", "gms", "inches", "mLs", "milliliters", "ounces", "pint", "quart", "quarts", "serving", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 4517     | ["Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "cup", "cups", "grams", "milliliters", "ounces", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 4528     | ["Tbs", "cups", "milliliters", "servings", "tablespoon", "tablespoons", "teaspoons"]
 4529     | ["Tbs", "tablespoons"]
 4532     | ["Tbs", "tablespoons"]
 4542     | ["cups"]
 4574     | ["", "Cups", "Tablespoon", "Tb", "cup", "cups", "ounces", "pounds", "quarts", "servings", "tablespoons"]
 4575     | ["tablespoons"]
 4576     | ["tablespoons"]
 4581     | ["Tablespoon", "Tbsp", "Tbsps", "cups", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 4582     | ["", "Cs", "Cups", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "cup", "cups", "grams", "inch", "inches", "liter", "liters", "milliliters", "ounces", "quart", "quarts", "serving", "servings", "stick", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 4583     | ["tablespoons"]
 4584     | ["Tablespoons", "Tbsps", "cup", "cups", "liter", "milliliters", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 4602     | ["tablespoon", "tablespoons"]
 4609     | ["", "Tbsps", "cups", "loafs", "ounces", "serving", "servings", "slices", "tablespoon", "tablespoons"]
 4615     | ["", "Cs", "Cups", "Tablespoon", "Tablespoons", "Tbs", "Tbsp", "Tbsps", "cup", "cups", "grams", "milliliters", "ounces", "pounds", "servings", "square", "stick", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 4628     | ["Tbsp", "Tbsps", "cup"]
 4639     | ["", "Packet", "Tablespoon", "Tablespoons", "Tbs", "Tbsps", "bottle", "cup", "cups", "packet", "pound", "serving", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 4641     | ["Tablespoons", "Tbs", "cup", "cups", "grams", "milliliters", "tablespoon", "tablespoons"]
 4673     | ["Cups", "Tablespoons", "Tbs", "cup", "cups", "grams", "ounces", "servings", "tablespoon", "tablespoons"]
 4679     | ["servings"]
 4703     | ["cups", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 48052    | ["cup", "cups", "gms", "tablespoon", "tablespoons", "teaspoons"]
 5006     | ["", "cups", "grams", "kgs", "pound", "pounds"]
 5011     | ["", "pounds"]
 5025     | ["pound"]
 5027     | ["", "cups", "grams", "ounces", "pounds"]
 5057     | ["ounces"]
 5062     | ["", "Lbs", "cup", "cups", "fillet", "fillets", "grams", "ounces", "pound", "pounds", "servings", "slices", "strip"]
 5064     | ["", "cup", "cups", "ounces", "pound", "slice"]
 5066     | ["", "ounces", "pound", "pounds"]
 5071     | [""]
 5075     | ["", "pound", "pounds"]
 5080     | [""]
 5091     | ["", "fillets", "grams", "kg", "ounces", "pound", "pounds", "servings"]
 5096     | ["", "fillets", "grams", "ounces", "pound", "pounds", "servings"]
 5100     | ["", "box", "gms", "grams", "kg", "kgs", "kilo", "package", "packages", "pound", "pounds", "servings"]
 5109     | ["", "pounds"]
 5112     | ["", "Cans", "Cs", "cup", "cups", "grams", "ounces", "package", "pound", "pounds", "servings"]
 5115     | ["servings"]
 5139     | ["", "cups", "link", "ounces", "pounds", "servings"]
 5151     | [""]
 5153     | ["pounds"]
 5157     | [""]
 5165     | ["", "Cs", "ball", "cup", "cups", "grams", "ounce", "ounces", "pound", "pounds", "serving", "servings", "slices"]
 5166     | ["can", "cups", "pound", "pounds"]
 5179     | ["pint", "servings"]
 5191     | ["pounds"]
 5193     | ["", "pounds"]
 5307     | ["", "ounces", "pounds"]
 5311     | ["can", "ounces", "pounds"]
 5317     | [""]
 5332     | ["", "cups", "ounces", "pound", "pounds"]
 5348     | ["", "C", "cup", "cups", "grams", "ounce", "ounces", "pound", "pounds", "servings"]
 5662     | ["", "Lbs", "grams", "ounces", "pound", "pounds"]
 5665     | ["grams", "ounces", "pound", "pounds"]
 5696     | ["", "cup", "cups", "grams", "ounces", "pound", "pounds", "servings", "slices"]
 6008     | ["Cs", "cans", "cubes", "cup", "cups", "milliliters", "ounces", "quart", "quarts", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 6010     | ["Can", "can", "mLs", "ounces"]
 6016     | ["", "Can", "Cans", "can", "cans", "cups", "ounces"]
 6038     | ["Can", "Packet", "can", "ounces", "servings"]
 6053     | ["can", "cans", "ounces"]
 6076     | [""]
 6080     | ["", "cups", "tablespoon", "teaspoons"]
 6094     | ["", "Envelope", "Package", "cups", "envelope", "grams", "ounce", "ounces", "package", "packet", "servings"]
 6112     | ["Tbs", "Tbsps", "cup", "cups", "servings", "tablespoon", "tablespoons"]
 6147     | ["", "Can", "Cans", "can", "cans", "cups", "ounces"]
 6150     | ["", "Bottle", "Cs", "Ounces", "Tablespoons", "Tbs", "Tbsp", "Tbsps", "bottle", "bottles", "can", "cup", "cups", "envelope", "gallon", "jar", "milliliters", "ounces", "packet", "serving", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 6151     | ["cups", "tablespoons"]
 6159     | ["", "can", "cups", "ounces"]
 6164     | ["", "Tbsps", "cup", "cups", "grams", "jar", "link", "mLs", "ounces", "pint", "serving", "servings", "slice", "tablespoon", "tablespoons", "teaspoons"]
 6168     | ["", "Dash", "Tablespoon", "Tablespoons", "Tbsp", "Tbsps", "cup", "cups", "dash", "dashe", "dashes", "drop", "drops", "grams", "ounce", "ounces", "serving", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 6170     | ["", "cup", "cups", "liters", "milliliters", "ounces", "quarts"]
 6172     | ["", "Cs", "Tbsps", "cup", "cups", "gallons", "liter", "liters", "milliliters", "ounces", "quart", "quarts", "servings", "tablespoon", "tablespoons"]
 6175     | ["Tablespoons", "Tb", "Tbs", "Tbsps", "cup", "cups", "jar", "milliliters", "ounces", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 6176     | ["", "Tablespoon", "Tablespoons", "Tbsp", "Tbsps", "cups", "milliliters", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 6179     | ["Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "bottle", "container", "cups", "dash", "milliliters", "ounces", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 6182     | ["ounces"]
 6194     | ["", "Cans", "Cs", "L", "Ounces", "Ozs", "Tbsps", "can", "cans", "cup", "cups", "litres", "milliliters", "ounce", "ounces", "qts", "quart", "quarts", "servings", "tablespoon", "tablespoons"]
 6219     | ["ounces"]
 6233     | ["cup", "cups", "ounces"]
 6326     | ["Tbsps", "cup", "cups"]
 6354     | ["ounces"]
 6480     | ["", "cube", "cubes", "tablespoon", "teaspoon", "teaspoons"]
 6583     | ["grams", "ounces", "packages", "packet"]
 6599     | ["Can", "Cs", "Tbsps", "can", "cans", "cup", "cups", "grams", "ounces", "servings"]
 6615     | ["", "Cs", "Cups", "Ls", "Tablespoon", "box", "can", "cube", "cup", "cups", "liter", "liters", "milliliters", "mls", "ounces", "quart", "servings", "tablespoon", "tablespoons", "teaspoons"]
 6963     | ["Cs", "cup", "cups", "milliliters", "ounces", "pounds", "quarts"]
 6970     | ["Box", "Cups", "cup", "cups", "ounces", "quart", "quarts", "serving", "tablespoons", "teaspoons"]
 6971     | ["", "Dash", "Dashe", "TBSPs", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "cup", "cups", "dash", "dashes", "milliliters", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 6972     | ["Cs", "Tablespoons", "Tb", "Teaspoons", "cup", "cups", "ounces", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 6973     | ["Tablespoons", "Tbsp", "cups", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 6979     | ["", "Tablespoon", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 6984     | ["", "cup", "cups", "ounces"]
 6987     | ["ounces"]
 6996     | ["envelope", "servings"]
 6997     | ["cup", "cups", "ounces", "servings", "tablespoons"]
 6998     | ["envelopes", "ounces", "package", "packet"]
 6999     | ["ounces", "packets"]
 7008     | ["pound", "slices"]
 7013     | ["", "ounces", "pounds", "servings"]
 7019     | ["", "cup", "cups", "grams", "ounces", "pound", "pounds", "servings", "tablespoons"]
 7036     | ["", "links", "ounces", "package", "pound", "pounds"]
 7050     | ["cups", "ounces", "pounds", "slices"]
 7052     | ["pounds"]
 7057     | ["", "Cs", "cup", "cups", "inches", "ounce", "ounces", "packages", "pounds", "serving", "servings", "slice", "slices", "stick"]
 7059     | ["ounces", "pound", "pounds"]
 7063     | ["kgs", "ounces", "pound", "pounds"]
 7064     | ["", "cups", "link", "links", "ounces", "pound", "pounds"]
 7071     | ["", "cube", "cup", "cups", "grams", "ounces", "pounds", "slices"]
 7083     | ["can"]
 7214     | ["cup", "cups", "grams", "ounces", "pound", "pounds", "slices"]
 7216     | ["ounces", "pound", "pounds"]
 7235     | ["", "grams"]
 7241     | ["", "ounces"]
 7259     | ["cup", "ounce", "ounces", "pound", "pounds", "serving", "slices"]
 7278     | ["cups", "ounce", "ounces", "slices"]
 7908     | ["ounces"]
 7916     | ["cups", "grams", "ounces", "pound", "pounds"]
 7919     | ["", "cups", "ounces", "pound", "pounds", "servings", "strips"]
 7925     | ["ounces"]
 7927     | ["links", "ounces", "pound"]
 7955     | ["", "Links", "Package", "links", "ounces", "pound", "pounds"]
 8001     | ["", "cup", "cups"]
 8013     | ["cup", "cups"]
 8019     | ["cup", "cups"]
 8020     | ["Cups", "cup", "cups", "grams", "ounces", "tablespoons"]
 8029     | ["", "cup", "cups", "grams", "ounces", "tablespoons"]
 8030     | ["cups", "ounces"]
 8034     | ["cups"]
 8038     | ["cup"]
 8050     | ["cups"]
 8061     | ["cup", "cups"]
 8064     | ["cups"]
 8065     | ["cup", "cups", "grams", "ounces"]
 8066     | ["Cs", "Tbsps", "cup", "cups", "grams"]
 8082     | ["Cups", "cups", "ounces"]
 8092     | ["", "cup", "cups"]
 8120     | ["", "C", "Cs", "Cups", "Tbs", "Tbsps", "cup", "cups", "grams", "ounce", "ounces", "pound", "serving", "servings", "tablespoon", "tablespoons", "teaspoons"]
 8121     | ["", "Cs", "Cups", "cup", "cups", "ounces", "tablespoons"]
 8147     | ["cups", "grams"]
 8160     | ["cup", "cups"]
 8164     | ["cup"]
 8212     | ["", "Cs", "box", "cup", "cups", "grams", "ounces", "servings", "tablespoon", "tablespoons"]
 8271     | ["box", "cups"]
 8402     | ["Tablespoon", "cup", "cups", "grams", "tablespoons"]
 8640     | ["cups", "packet"]
 9003     | ["", "C", "Cs", "cup", "cups", "grams", "kgs", "ounce", "ounces", "package", "pound", "pounds", "serving", "servings", "slice", "slices", "tablespoons", "teaspoons"]
 9011     | ["cup", "cups", "grams"]
 9016     | ["Tablespoons", "Tbsps", "cup", "cups", "milliliters", "ounces", "tablespoon", "tablespoons", "teaspoons"]
 9019     | ["", "Cs", "Tablespoons", "Tbs", "Tbsps", "cup", "cups", "grams", "mLs", "milliliters", "ounces", "servings", "tablespoon", "tablespoons", "teaspoon"]
 9021     | ["", "cup", "cups", "grams", "ounces", "pound", "quart", "tablespoons"]
 9032     | ["", "cup", "cups", "grams", "ounces", "tablespoons"]
 9036     | ["cup", "cups", "ounces", "tablespoons"]
 9037     | ["", "Tbsps", "cup", "cups", "grams", "ounces", "pounds", "serving", "servings", "slice", "tablespoons"]
 9040     | ["", "C", "Cs", "cup", "cups", "grams", "ounces", "pound", "serving", "servings", "slice", "slices", "teaspoons"]
 9042     | ["", "box", "can", "cup", "cups", "grams", "handful", "ounce", "ounces", "pint", "pints", "pound", "pounds", "serving", "servings", "tablespoons"]
 90480    | ["", "Tablespoon", "cup", "cups", "milliliters", "ounce", "ounces", "serving", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 9050     | ["", "C", "Cs", "Cups", "cup", "cups", "grams", "grs", "handful", "ounce", "ounces", "package", "pint", "pints", "pound", "pounds", "servings", "tablespoons"]
 9054     | ["Cs", "cup", "cups"]
 9070     | ["", "Can", "Cs", "can", "cup", "cups", "grams", "jar", "liters", "ounce", "ounces", "pints", "pound", "pounds", "serving", "servings", "slices", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 9078     | ["", "Bag", "Cs", "bag", "bags", "cup", "cups", "grams", "ounces", "package", "pounds", "serving", "servings", "tablespoons"]
 9079     | ["", "Cs", "Tablespoons", "Tbs", "cup", "cups", "grams", "ounces", "package", "servings", "tablespoon", "tablespoons"]
 9081     | ["Can", "Tbsps", "cup", "cups", "grams", "jar", "leave", "ounces", "serving", "servings", "tablespoon", "tablespoons"]
 9083     | ["", "cup", "pounds"]
 9084     | ["cups", "pounds", "servings"]
 9085     | ["Cs", "Tablespoons", "cup", "cups", "grams", "ounces", "pounds", "tablespoons"]
 9087     | ["", "C", "cup", "cups", "gms", "grams", "ounces", "pound", "pounds", "servings", "tablespoons", "teaspoon"]
 9089     | ["", "cup", "cups", "ounces", "pint", "pounds", "servings"]
 9094     | ["", "cup", "cups", "grams", "ounces", "pounds"]
 9099     | ["glas", "ounces", "serving", "tablespoons"]
 9107     | ["grams"]
 9112     | ["", "ounces", "serving", "servings", "slice"]
 9129     | [""]
 9132     | ["", "box", "cup", "cups", "grams", "handful", "ounces", "pound", "pounds", "servings"]
 9135     | ["cup", "cups", "tablespoons"]
 9138     | ["servings"]
 9139     | ["ounces", "tablespoons"]
 9144     | ["Tablespoon", "cans", "cup", "cups"]
 9147     | [""]
 9148     | ["", "cup", "cups", "grams", "kg", "ounces", "servings"]
 9149     | ["", "cups", "ounces", "pint", "pound", "serving"]
 9150     | ["", "Slices", "Tbsps", "ball", "cup", "cups", "drops", "grams", "halve", "inches", "leave", "ounces", "pint", "serving", "servings", "slice", "slices", "sprig", "tablespoon", "tablespoons", "teaspoons"]
 9152     | ["", "C", "Cs", "Cups", "TBSP", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoons", "cup", "cups", "drops", "fluid ounces", "mLs", "milliliters", "ounce", "ounces", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 9156     | ["", "Strip", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoon", "Teaspoons", "cups", "grams", "handful", "inches", "milliliters", "of", "pinch", "serving", "servings", "slices", "strip", "strips", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 9159     | ["", "Tb", "cups", "halve", "leave", "ounces", "package", "packet", "quarts", "scoops", "serving", "servings", "slice", "slices", "sprig", "stick", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 9160     | ["", "TBSP", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoon", "Teaspoons", "cup", "cups", "drops", "milliliters", "ounce", "ounces", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 9164     | ["cups", "ounces", "serving"]
 9176     | ["", "C", "cup", "cups", "fluid ounces", "grams", "ounces", "pound", "serving", "servings", "slice", "slices"]
 9181     | ["", "cups", "ounces", "pounds"]
 9184     | ["", "cup", "cups", "pounds"]
 9190     | ["cups"]
 9191     | ["", "cup"]
 9195     | ["", "Can", "Cans", "Tbs", "Tbsps", "can", "cup", "cups", "grams", "ounce", "ounces", "servings", "stick", "tablespoons"]
 9200     | ["", "Dash", "bottle", "cup", "cups", "dash", "dashe", "dashes", "gm", "ounces", "pint", "quart", "serving", "servings", "slice", "slices", "strips", "tablespoon", "tablespoons", "teaspoons"]
 9202     | ["", "cups"]
 9206     | ["", "Cups", "Tablespoon", "Tablespoons", "Tbs", "Tbsps", "Teaspoon", "cup", "cups", "gallons", "liter", "mLs", "milliliters", "ounce", "ounces", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 9214     | ["Tbs", "cup", "cups", "ounces", "tablespoons", "teaspoons"]
 9216     | ["", "Strip", "Tablespoon", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoon", "cups", "grams", "inches", "of", "pinch", "serving", "servings", "strip", "strips", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 9218     | ["", "Can", "can", "cups", "gm", "ounces", "slice"]
 9221     | ["", "cup", "cups", "ounces", "tablespoons"]
 9226     | ["", "cup", "cups", "pound"]
 9231     | ["", "cups", "ounces", "serving", "servings"]
 9232     | ["ounce", "tablespoon"]
 9236     | ["", "Ounces", "Tbsps", "can", "cup", "cups", "dashes", "halve", "ounces", "pound", "pounds", "servings", "tablespoons"]
 9246     | ["", "cups"]
 9251     | ["cup", "fluid ounces"]
 9252     | ["", "C", "Tbs", "cup", "cups", "ounces", "pound", "pounds", "servings", "slice"]
 9262     | ["ounces"]
 9265     | ["", "cups", "servings"]
 9266     | ["", "C", "Can", "Cs", "can", "cubes", "cup", "cups", "gms", "grams", "inches", "ounces", "pounds", "serving", "servings", "slice", "slices"]
 9273     | ["", "Cs", "Cups", "Tablespoons", "can", "cup", "cups", "liter", "milliliters", "ounce", "ounces", "serving", "servings", "tablespoon", "tablespoons"]
 9277     | ["", "pounds", "servings"]
 9279     | ["", "cup", "cups", "grams", "kg", "pound", "pounds", "servings"]
 9286     | ["", "Cups", "cup", "cups", "grams", "handful", "ounces", "serving", "servings", "tablespoon", "tablespoons", "teaspoons"]
 9291     | ["", "cup", "cups", "gms", "grams", "ounces", "pound", "servings"]
 9296     | ["", "pounds", "tablespoon"]
 9297     | ["", "Cs", "Tbs", "cup", "cups", "grams", "ounces", "servings", "tablespoons"]
 9299     | ["", "Cs", "Handful", "Tbs", "Tbsp", "Tbsps", "cup", "cups", "grams", "handful", "ounces", "pounds", "servings", "tablespoon", "tablespoons"]
